ÀÏ½Ã,ÁöÁ¡,Æø¿°¿©ºÎ(O/X),ÃÖ°íÃ¼°¨¿Âµµ(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),Æø¿°Æ¯º¸(O/X),Æø¿°¿µÇâ¿¹º¸(´Ü°è),¿­´ë¾ß(O/X),ÀÚ¿Ü¼±Áö¼ö(´Ü°è)
5/10/2024,È­¼º(571),X,22.2,24.1,16.8,11.7,60,X, ,X,³·À½
5/10/2024,¼º³²(572),X,23.2,24.2,17.2,11.1,61,X, ,X,³·À½
5/10/2024,°úÃµ(590),X,23.4,25.2,17,9.9,59,X, ,X,³·À½
5/10/2024,¾çÁÖ(598),X,22.3,24.5,15.9,9.5,65,X, ,X,³·À½
5/10/2024,´Ü¾ç(601),X,24.4,27.1,16.7,7,63,X, ,X,³·À½
5/10/2024,ÁøÃµ(602),X,23.3,25.9,17.5,9.6,54,X, ,X,³·À½
5/10/2024,±«»ê(603),X,24.2,25.6,15.9,6.6,62,X, ,X,³·À½
5/10/2024,¿ÁÃµ(604),X,24.8,26.5,16.9,7.3,62,X, ,X,³·À½
5/10/2024,È«ºÏ(608),X,,,,,,X, ,X,³·À½
5/10/2024,°øÁÖ(612),X,22.5,24.7,16.4,8,60,X, ,X,³·À½
5/10/2024,¼­Ãµ(614),X,21.3,22,14.9,8.1,75,X, ,X,³·À½
5/10/2024,³í»ê(615),X,23.4,25.5,16.4,7.9,63,X, ,X,³·À½
5/10/2024,´çÁø(616),X,21.5,23.3,16.6,9.9,59,X, ,X,³·À½
5/10/2024,Ã»¾ç(618),X,22.4,24.3,15.1,8.1,65,X, ,X,³·À½
5/10/2024,À½¼º(619),X,23.5,24.8,16,7.4,62,X, ,X,³·À½
5/10/2024,ÁõÆò(623),X,22.7,25,16.8,9.1,53,X, ,X,³·À½
5/10/2024,ÅÂ¾È(627),X,20.1,21.2,16.4,11.9,67,X, ,X,³·À½
5/10/2024,¿¹»ê(628),X,22,23.9,17.1,11.6,55,X, ,X,³·À½
5/10/2024,¾Æ»ê(634),X,23.9,25.9,17.4,11.1,59,X, ,X,³·À½
5/10/2024,°è·æ(636),X,22.8,24.4,15.1,5.8,69,X, ,X,³·À½
5/10/2024,¿¬ÃµÃ»»ê(652),X,21.7,23.5,15.7,9.4,62,X, ,X,³·À½
5/10/2024,¾ç¾ç(670),X,25.2,27.9,22.9,17.7,32,X, ,X,³·À½
5/10/2024,¹«¾È(699),X,24.1,24.5,16.7,8.6,66,X, ,X,³·À½
5/10/2024,¹«ÁÖ(701),X,24.2,27.2,16.7,6.6,59,X, ,X,³·À½
5/10/2024,ÀÍ»ê(702),X,22.9,24.8,16.5,9.4,58,X, ,X,³·À½
5/10/2024,Áø¾È(703),X,23,24.7,16.4,5.3,54,X, ,X,³·À½
5/10/2024,´ã¾ç(706),X,25.4,26,16.7,7.3,74,X, ,X,³·À½
5/10/2024,±¸·Ê(709),X,26,27.6,17.3,7.6,64,X, ,X,³·À½
5/10/2024,³ªÁÖ(710),X,22.2,24.7,16,7.8,65,X, ,X,³·À½
5/10/2024,¼øÃµ½Ã(712),X,23.3,24.1,17,9.6,66,X, ,X,³·À½
5/10/2024,±¤¾çÀ¾(713),X,23.3,26.2,18,9.2,54,X, ,X,³·À½
5/10/2024,Àå¼º(730),X,22.9,25.5,16.8,6.9,61,X, ,X,³·À½
5/10/2024,¿µ¾Ï(731),X,23.4,25.2,16.4,7.7,69,X, ,X,³·À½
5/10/2024,º¸¼º(732),X,21.7,22.5,15.8,7,71,X, ,X,³·À½
5/10/2024,¿ÏÁÖ(734),X,24.3,25.5,16.2,8.1,69,X, ,X,³·À½
5/10/2024,±èÁ¦(737),X,24,25.3,17.2,9.9,60,X, ,X,³·À½
5/10/2024,È­¼ø(741),X,24.8,26.1,16.7,6.8,62,X, ,X,³·À½
5/10/2024,ÇÔÆò(754),X,23.3,24.3,16.4,8.1,68,X, ,X,³·À½
5/10/2024,°î¼º(768),X,25.3,27.1,16.8,6.8,64,X, ,X,³·À½
5/10/2024,¾ÐÇØµµ(789),X,21.9,22.3,16.8,12,73,X, ,X,³·À½
5/10/2024,¿µ¾ç(801),X,24.5,26.5,16.9,6.7,65,X, ,X,³·À½
5/10/2024,¼ºÁÖ(810),X,26.3,29.3,19,8,49,X, ,X,³·À½
5/10/2024,°í·É(812),X,25.8,27.7,17.6,7.3,61,X, ,X,³·À½
5/10/2024,Ã»µµ(813),X,25.5,27.6,17.7,7.8,56,X, ,X,³·À½
5/10/2024,¿¹Ãµ(815),X,24.7,27.1,17.9,8.4,60,X, ,X,³·À½
5/10/2024,±èÃµ(822),X,27.7,30.1,18.9,7.1,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,±ºÀ§(823),X,26.6,28,18.4,7.6,56,X, ,X,³·À½
5/10/2024,Ä¥°î(825),X,26.4,28.1,19.2,8.9,56,X, ,X,³·À½
5/10/2024,°æ»ê(827),X,25.7,28.9,19.8,10.3,44,X, ,X,³·À½
5/10/2024,»ïÃ´(876),X,26.5,30.4,23.3,17.8,34,X, ,X,³·À½
5/10/2024,¼ÓÃÊ(90),X,25.7,28.8,22,16.1,38,X, ,X,³·À½
5/10/2024,»ïÃµÆ÷(907),X,23.1,24.1,17.6,11.8,63,X, ,X,³·À½
5/10/2024,°í¼º(918),X,21.7,22.2,16.8,9.9,70,X, ,X,³·À½
5/10/2024,Ã¢³ç(919),X,25.5,27.9,18.3,8.6,58,X, ,X,³·À½
5/10/2024,ÇÔ¾È(920),X,24.6,26.7,17.5,8.2,63,X, ,X,³·À½
5/10/2024,ºÏÃáÃµ(93),X,23.4,25.2,17.1,10.4,58.6,X, ,X,³·À½
5/10/2024,ÇÏµ¿(932),X,23.6,26,17.4,9.5,62,X, ,X,³·À½
5/10/2024,Ã¶¿ø(95),X,21.8,23.4,15.9,10.1,62.9,X, ,X,³·À½
5/10/2024,µ¿µÎÃµ(98),X,21.8,23.7,16.7,11.1,58,X, ,X,³·À½
5/10/2024,ÆÄÁÖ(99),X,22.4,23.3,15.5,9,71.3,X, ,X,³·À½
5/11/2024,ºÏ°­¸ª(104),X,25.4,27.4,21.8,18.1,44,X, ,X,³·À½
5/11/2024,µ¿ÇØ(106),X,24.7,26.1,20.6,15.9,49.8,X, ,X,³·À½
5/11/2024,¼­¿ï(108),X,22.5,22,17,14,80,X, ,X,³·À½
5/11/2024,ÀÎÃµ(112),X,22.1,21.1,15.9,12.2,83.3,X, ,X,³·À½
5/11/2024,¿øÁÖ(114),X,23.4,24.3,18.1,11.4,65.6,X, ,X,³·À½
5/11/2024,¿ï¸ªµµ(115),X,21,19.1,17.1,15.8,86.9,X, ,X,³·À½
5/11/2024,¼ö¿ø(119),X,23.3,23,16.5,10.6,77.8,X, ,X,³·À½
5/11/2024,¿µ¿ù(121),X,24.2,25.6,17.2,8.5,72,X, ,X,³·À½
5/11/2024,ÃæÁÖ(127),X,24.6,25.8,18,8.7,70.1,X, ,X,³·À½
5/11/2024,¼­»ê(129),X,23.2,22.1,17,13.2,83.9,X, ,X,³·À½
5/11/2024,¿ïÁø(130),X,25.4,26.9,20.6,13.4,51.3,X, ,X,³·À½
5/11/2024,Ã»ÁÖ(131),X,24.5,25.6,19.4,14.4,63.5,X, ,X,³·À½
5/11/2024,´ëÀü(133),X,24.4,25.3,18.9,12.6,69.3,X, ,X,³·À½
5/11/2024,ÃßÇ³·É(135),X,24.5,25.5,17.3,7.6,70.4,X, ,X,³·À½
5/11/2024,¾Èµ¿(136),X,25.3,25.8,19.3,10.6,66.8,X, ,X,³·À½
5/11/2024,»óÁÖ(137),X,25.7,26.6,18.8,10.8,71.9,X, ,X,³·À½
5/11/2024,Æ÷Ç×(138),X,24.6,25.8,21.5,16.6,54.1,X, ,X,³·À½
5/11/2024,±º»ê(140),X,23.7,23.4,18.8,14,74.5,X, ,X,³·À½
5/11/2024,´ë±¸(143),X,24.8,25.1,19.9,12.8,64,X, ,X,³·À½
5/11/2024,ÀüÁÖ(146),X,25.7,26.4,20,15.4,71.5,X, ,X,³·À½
5/11/2024,¿ï»ê(152),X,23.3,22.8,19.7,15.3,68.1,X, ,X,³·À½
5/11/2024,Ã¢¿ø(155),X,23.7,22.4,19.3,15.1,80.4,X, ,X,³·À½
5/11/2024,±¤ÁÖ(156),X,26,25.8,19.3,16,87.4,X, ,X,³·À½
5/11/2024,ºÎ»ê(159),X,23.2,21.7,18.8,16.4,83.3,X, ,X,³·À½
5/11/2024,Åë¿µ(162),X,23.6,22.1,19.4,15.1,82,X, ,X,³·À½
5/11/2024,¸ñÆ÷(165),X,24.2,23.6,18.9,15.6,82,X, ,X,³·À½
5/11/2024,¿©¼ö(168),X,23.4,21.9,18.8,15.7,82.5,X, ,X,³·À½
5/11/2024,Èæ»êµµ(169),X,20.8,18.5,15.7,13.7,95.6,X, ,X,³·À½
5/11/2024,¿Ïµµ(170),X,26.8,25.9,18.7,14,85.9,X, ,X,³·À½
5/11/2024,°íÃ¢(172),X,24.3,24.5,18.6,14.7,76.9,X, ,X,³·À½
5/11/2024,Á¦ÁÖ(184),X,24.5,25.9,20.1,15.4,64,X, ,X,³·À½
5/11/2024,ÁøÁÖ(192),X,25.5,24.6,18.8,12.1,82.5,X, ,X,³·À½
5/11/2024,¾çÆò(202),X,22.7,22.7,16.5,10.3,78.1,X, ,X,³·À½
5/11/2024,ÀÌÃµ(203),X,23.7,23.4,17.1,10.2,80.3,X, ,X,³·À½
5/11/2024,ÀÎÁ¦(211),X,21.5,21.2,16.9,10.7,71.4,X, ,X,³·À½
5/11/2024,È«Ãµ(212),X,22.9,23.2,16.1,8.2,76.5,X, ,X,³·À½
5/11/2024,ÅÂ¹é(216),X,21.2,21.9,17.4,13.4,54.6,X, ,X,³·À½
5/11/2024,Á¤¼±±º(217),X,24.6,26.4,18.9,12.6,54.9,X, ,X,³·À½
5/11/2024,Á¦Ãµ(221),X,23.3,24.2,16.7,7.3,74.4,X, ,X,³·À½
5/11/2024,º¸Àº(226),X,24,24.5,17.5,9.1,75.3,X, ,X,³·À½
5/11/2024,Ãµ¾È(232),X,23.3,23,16.5,9,80.4,X, ,X,³·À½
5/11/2024,º¸·É(235),X,22.8,21.9,18.1,14.8,78.1,X, ,X,³·À½
5/11/2024,ºÎ¿©(236),X,24,23.9,17.6,10.1,83.8,X, ,X,³·À½
5/11/2024,±Ý»ê(238),X,24,24.7,18.7,10.9,71.1,X, ,X,³·À½
5/11/2024,¼¼Á¾(239),X,24.2,24.5,18.2,12,74.9,X, ,X,³·À½
5/11/2024,ºÎ¾È(243),X,24.3,24.2,19,14.1,76.5,X, ,X,³·À½
5/11/2024,ÀÓ½Ç(244),X,24.2,24.7,17.7,11.7,80,X, ,X,³·À½
5/11/2024,Á¤À¾(245),X,25.2,25.7,19.7,14.7,72.9,X, ,X,³·À½
5/11/2024,³²¿ø(247),X,25.2,25.3,18.5,10.9,77,X, ,X,³·À½
5/11/2024,Àå¼ö(248),X,23.1,23.4,17.7,12,74.3,X, ,X,³·À½
5/11/2024,¿µ±¤±º(252),X,25.3,25.4,18.8,13.8,78.5,X, ,X,³·À½
5/11/2024,±èÇØ½Ã(253),X,23.7,22.2,19.2,15.3,83.4,X, ,X,³·À½
5/11/2024,¼øÃ¢±º(254),X,23.9,24.5,18.4,12.2,75,X, ,X,³·À½
5/11/2024,¾ç»ê½Ã(257),X,24.1,22.4,19.1,13.7,85.1,X, ,X,³·À½
5/11/2024,°­Áø±º(259),X,25.8,24.9,18,12.2,89.1,X, ,X,³·À½
5/11/2024,ÀåÈï(260),X,25.1,24,18.9,15.2,88.1,X, ,X,³·À½
5/11/2024,ÇØ³²(261),X,25.6,25.6,19.3,14,82.5,X, ,X,³·À½
5/11/2024,°íÈï(262),X,24.5,23.2,18.7,13.2,83.6,X, ,X,³·À½
5/11/2024,ÀÇ·É±º(263),X,24.7,24,19.5,12.7,74,X, ,X,³·À½
5/11/2024,ÇÔ¾ç±º(264),X,24.4,25.7,17.3,7.6,71.5,X, ,X,³·À½
5/11/2024,Áøµµ±ºASOS(268),X,24.2,23.2,18.8,15.4,83.1,X, ,X,³·À½
5/11/2024,ºÀÈ­(271),X,22.4,22.9,17.1,7.7,70.9,X, ,X,³·À½
5/11/2024,¿µÁÖ(272),X,23.8,24.4,17.7,8.5,72,X, ,X,³·À½
5/11/2024,¹®°æ(273),X,24.6,25.2,17.7,8.9,73.5,X, ,X,³·À½
5/11/2024,Ã»¼Û±º(276),X,25.1,26.2,18.3,6.9,67.5,X, ,X,³·À½
5/11/2024,¿µ´ö(277),X,25,26,21.2,12.2,53.4,X, ,X,³·À½
5/11/2024,ÀÇ¼º(278),X,25.2,25.8,18.9,8.2,70.6,X, ,X,³·À½
5/11/2024,±¸¹Ì(279),X,25.4,26.1,19.5,10.9,64.1,X, ,X,³·À½
5/11/2024,¿µÃµ(281),X,24.6,25.3,19.8,11.3,67.1,X, ,X,³·À½
5/11/2024,°æÁÖ½Ã(283),X,24.1,25.1,19.4,10,60,X, ,X,³·À½
5/11/2024,°ÅÃ¢(284),X,24.5,24.7,16.8,7,76.4,X, ,X,³·À½
5/11/2024,ÇÕÃµ(285),X,25.1,25.1,19.2,11.8,72.4,X, ,X,³·À½
5/11/2024,¹Ð¾ç(288),X,24.1,24.2,19.3,11.8,67.1,X, ,X,³·À½
5/11/2024,»êÃ»(289),X,25.5,25.3,17.9,8.8,76.3,X, ,X,³·À½
5/11/2024,°ÅÁ¦(294),X,22.6,20.9,19.1,14.5,84.8,X, ,X,³·À½
5/11/2024,³²ÇØ(295),X,23.8,22.6,19.1,15.6,80.8,X, ,X,³·À½
5/11/2024,ºÎÃµ(433),X,21.7,21.2,15.7,12,80,X, ,X,³·À½
5/11/2024,¾È¾ç(434),X,16.8,22.8,17.1,13.7,,X, ,X,³·À½
5/11/2024,±¤¸í(437),X,23.3,23.1,17.3,13.6,77,X, ,X,³·À½
5/11/2024,±ºÆ÷(438),X,22.9,22.8,16.8,13.5,75,X, ,X,³·À½
5/11/2024,±èÆ÷(441),X,,21.8,16.5,12.9,,X, ,X,³·À½
5/11/2024,ÇÏ³²(444),X,22.9,22.9,16,9.6,76,X, ,X,³·À½
5/11/2024,ÀÇ¿Õ(445),X,22.7,22.3,16.3,9.9,80,X, ,X,³·À½
5/11/2024,Æ÷Ãµ(504),X,21.9,21,15.4,9.1,87,X, ,X,³·À½
5/11/2024,°¡ÆòÁ¶Á¾(505),X,21.6,20.5,15.1,7.8,87,X, ,X,³·À½
5/11/2024,¾È¼º(516),X,24.3,24.6,16.9,9.4,80,X, ,X,³·À½
5/11/2024,°£¼º(517),X,23.2,23.8,19.6,14.1,57,X, ,X,³·À½
5/11/2024,ÆòÃ¢(526),X,22.7,24.1,16.2,7.7,69,X, ,X,³·À½
5/11/2024,ÀÇÁ¤ºÎ(532),X,22.5,21.9,16.6,13.2,79,X, ,X,³·À½
5/11/2024,È¾¼º(536),X,22.7,23.3,16.4,7.2,74,X, ,X,³·À½
5/11/2024,°í¾ç(540),X,23,22.2,16.6,12.8,83,X, ,X,³·À½
5/11/2024,³²¾çÁÖ(541),X,23.3,23.1,16.2,9.9,80,X, ,X,³·À½
5/11/2024,¾È»ê(545),X,24.6,24.2,15.9,7.9,86,X, ,X,³·À½
5/11/2024,°æ±â±¤ÁÖ(546),X,21.7,21.9,15.7,9.4,74,X, ,X,³·À½
5/11/2024,¿©ÁÖ(548),X,23.1,23.4,16.8,9.9,75,X, ,X,³·À½
5/11/2024,¿ëÀÎ(549),X,23.8,23.7,16.7,9.7,77,X, ,X,³·À½
5/11/2024,¿À»ê(550),X,24.8,24.7,16.6,9.3,82,X, ,X,³·À½
5/11/2024,ÆòÅÃ(551),X,23.7,23.4,17.2,11.6,81,X, ,X,³·À½
5/11/2024,È­Ãµ(555),X,21.8,21.3,14.9,7.4,82,X, ,X,³·À½
5/11/2024,¾ç±¸(556),X,21.5,21.8,15.9,8.6,72,X, ,X,³·À½
5/11/2024,½ÃÈï(565),X,23.9,23.5,16.8,11.4,81,X, ,X,³·À½
5/11/2024,±¸¸®(569),X,23.8,23.6,16.5,10.3,79,X, ,X,³·À½
5/11/2024,È­¼º(571),X,23.8,23.6,16.8,12.3,80,X, ,X,³·À½
5/11/2024,¼º³²(572),X,23.5,22.8,16.5,10.6,83,X, ,X,³·À½
5/11/2024,°úÃµ(590),X,24.4,24.3,16.6,9.6,83,X, ,X,³·À½
5/11/2024,¾çÁÖ(598),X,22.1,21.3,15.8,9,85,X, ,X,³·À½
5/11/2024,´Ü¾ç(601),X,23.7,24.7,17.2,7.5,73,X, ,X,³·À½
5/11/2024,ÁøÃµ(602),X,24.3,25.3,17.8,10.2,70,X, ,X,³·À½
5/11/2024,±«»ê(603),X,24.5,25.6,17.5,7.4,73,X, ,X,³·À½
5/11/2024,¿ÁÃµ(604),X,24.7,25.8,18.5,9.7,73,X, ,X,³·À½
5/11/2024,È«ºÏ(608),X,,,,,,X, ,X,³·À½
5/11/2024,°øÁÖ(612),X,23.9,24.2,17.2,9.4,79,X, ,X,³·À½
5/11/2024,¼­Ãµ(614),X,24,23.3,17.5,10.1,83,X, ,X,³·À½
5/11/2024,³í»ê(615),X,24.6,25.4,18.4,10,75,X, ,X,³·À½
5/11/2024,´çÁø(616),X,23.3,22.9,17.5,12.5,79,X, ,X,³·À½
5/11/2024,Ã»¾ç(618),X,23.7,23.4,16.8,8.6,85,X, ,X,³·À½
5/11/2024,À½¼º(619),X,24.3,24.7,17,7.8,76,X, ,X,³·À½
5/11/2024,ÁõÆò(623),X,23.6,24.4,17.9,10.4,71,X, ,X,³·À½
5/11/2024,ÅÂ¾È(627),X,22.7,21.3,16.2,11.6,86,X, ,X,³·À½
5/11/2024,¿¹»ê(628),X,23.8,23.7,17.6,12.4,80,X, ,X,³·À½
5/11/2024,¾Æ»ê(634),X,26,25.8,17.8,11.5,79,X, ,X,³·À½
5/11/2024,°è·æ(636),X,23.7,23.9,17.3,7.6,81,X, ,X,³·À½
5/11/2024,¿¬ÃµÃ»»ê(652),X,21.8,21,15.1,7.8,85,X, ,X,³·À½
5/11/2024,¾ç¾ç(670),X,24.4,25.8,20.9,15.8,50,X, ,X,³·À½
5/11/2024,¹«¾È(699),X,25.1,24.9,19,13.6,80,X, ,X,³·À½
5/11/2024,¹«ÁÖ(701),X,24,25.3,18.1,8.8,69,X, ,X,³·À½
5/11/2024,ÀÍ»ê(702),X,24.2,24.6,18.6,12.1,70,X, ,X,³·À½
5/11/2024,Áø¾È(703),X,22.9,23.2,17.5,12.1,76,X, ,X,³·À½
5/11/2024,´ã¾ç(706),X,26.6,26.2,18.4,11.4,88,X, ,X,³·À½
5/11/2024,±¸·Ê(709),X,25.6,25,19.3,13.1,78,X, ,X,³·À½
5/11/2024,³ªÁÖ(710),X,25.2,25.3,18.3,10.9,81,X, ,X,³·À½
5/11/2024,¼øÃµ½Ã(712),X,24.9,23.7,19.3,13.3,87,X, ,X,³·À½
5/11/2024,±¤¾çÀ¾(713),X,25.9,25,19.4,13.5,83,X, ,X,³·À½
5/11/2024,Àå¼º(730),X,24.8,25.1,19,13.8,79,X, ,X,³·À½
5/11/2024,¿µ¾Ï(731),X,25.3,25.4,19.3,15.1,80,X, ,X,³·À½
5/11/2024,º¸¼º(732),X,23.5,21.9,17.5,13.8,91,X, ,X,³·À½
5/11/2024,¿ÏÁÖ(734),X,25.2,25.6,19.7,9.2,72,X, ,X,³·À½
5/11/2024,±èÁ¦(737),X,24.5,24.8,19.1,14.8,74,X, ,X,³·À½
5/11/2024,È­¼ø(741),X,25.9,25.7,18.4,12.8,82,X, ,X,³·À½
5/11/2024,ÇÔÆò(754),X,25,24.6,18.3,11.5,84,X, ,X,³·À½
5/11/2024,°î¼º(768),X,25.4,25.4,18.4,11.6,82,X, ,X,³·À½
5/11/2024,¾ÐÇØµµ(789),X,24.7,23.9,18.8,15.4,83,X, ,X,³·À½
5/11/2024,¿µ¾ç(801),X,24.2,24.9,18.5,8.7,69,X, ,X,³·À½
5/11/2024,¼ºÁÖ(810),X,25.9,26.7,19.4,9.5,66,X, ,X,³·À½
5/11/2024,°í·É(812),X,24.6,24.3,18.7,11,81,X, ,X,³·À½
5/11/2024,Ã»µµ(813),X,25.1,25,19.4,10.7,69,X, ,X,³·À½
5/11/2024,¿¹Ãµ(815),X,25.3,26.3,18.8,9.3,69,X, ,X,³·À½
5/11/2024,±èÃµ(822),X,26.6,28.1,19.7,9,66,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,±ºÀ§(823),X,25.8,26.6,20.3,12.2,67,X, ,X,³·À½
5/11/2024,Ä¥°î(825),X,26,26.1,20.3,12.6,71,X, ,X,³·À½
5/11/2024,°æ»ê(827),X,24.1,24.3,20.5,16,66,X, ,X,³·À½
5/11/2024,»ïÃ´(876),X,26.9,28.5,22.2,13.7,46,X, ,X,³·À½
5/11/2024,¼ÓÃÊ(90),X,23.9,24.5,20.6,15,50.9,X, ,X,³·À½
5/11/2024,»ïÃµÆ÷(907),X,24.7,23.3,18.5,15,88,X, ,X,³·À½
5/11/2024,°í¼º(918),X,23.6,21.7,19.1,14.2,87,X, ,X,³·À½
5/11/2024,Ã¢³ç(919),X,25.3,24.7,20,12.7,75,X, ,X,³·À½
5/11/2024,ÇÔ¾È(920),X,24.5,23.9,18.8,11.3,79,X, ,X,³·À½
5/11/2024,ºÏÃáÃµ(93),X,21.8,21.1,15.6,8.4,84,X, ,X,³·À½
5/11/2024,ÇÏµ¿(932),X,24.9,24.2,18.9,13.4,77,X, ,X,³·À½
5/11/2024,Ã¶¿ø(95),X,21.3,20,14.9,8,86.1,X, ,X,³·À½
5/11/2024,µ¿µÎÃµ(98),X,22.1,20.7,16.3,10.6,87.3,X, ,X,³·À½
5/11/2024,ÆÄÁÖ(99),X,22.1,20.7,14.6,7.6,91.5,X, ,X,³·À½
